azimuth,md (ft),tvd (ft),footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production,tc_number,op_number,date_sec
-20.629998999999998,14368,8116.0,5942.0,1413.6931,6.5,16,0,34781.88,1.94,0.19,0.2,,5.14,0.76,11529.82,7142.4,29.66,5932.0,,66,15,4249796.0,0.94,803.1606739,8,2,1325376000
-65.389999,9678,,3020.0,1934.0277,3.12,17,7606,32165.87,0.45,0.01,0.33,0.85,4.8,0.46,13386.02,6917.09,30.79,4034.0,,70,15,7221107.0,1.13,374.0373534,10,11,1372636800
-38.16,12576,5992.0,6356.0,2896.1667,12.26,10,0,31360.51,0.62,0.01,0.34,,4.85,0.46,13479.49,6980.1,30.95,4250.0,,70,32,9562048.0,0.91,513.7811557,10,11,1404172800
-47.959998999999996,15445,5888.0,8680.0,4096.5459,204.77,1,3086,34285.5,0.26,0.02,0.33,0.8,4.58,0.57,13273.95,6900.74,30.76,4148.0,,91,45,11832149.0,1.14,1268.545581,4,7,1472688000
-26.27,13269,6813.0,5869.0,1135.8936,28.81,5,4642,34779.81,0.93,0.04,0.27,,5.01,0.46,11761.83,6771.15,28.15,5524.0,6640.0,109,38,,1.19,4746.050294,4,14,1522540800
-36.02,12512,7742.0,4520.0,2926.4392,93.45,11,5916,35761.7,0.63,0.04,0.32,0.81,4.83,0.63,12601.6,7230.83,32.08,5789.0,,101,30,7551342.0,0.99,2417.129505,4,4,1451606400
-35.950001,11364,5459.0,5728.0,820.81476,6.33,32,11479,33367.4,0.48,0.02,0.33,,4.65,0.58,13183.12,7057.25,31.21,,,58,18,6078652.0,4.14,1012.636127,13,15,1309478400
-43.18,15645,6981.0,8414.0,,45.38,3,5652,32928.36,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,3670.0,10130.0,95,41,20200290.0,1.44,3916.0209990000003,4,8,1551398400
-24.33,14894,6847.0,6811.0,3159.9893,0.57,10,0,34634.34,1.13,,0.29,,4.9,0.44,12216.1,6764.21,28.45,5110.0,6421.0,100,19,,0.98,2184.601435,5,1,1372636800
-15.64,13785,9011.0,4524.0,1008.0933,23.12,10,0,35210.85,0.43,0.02,0.33,0.81,4.68,0.59,13202.61,7034.19,31.14,4650.0,8741.0,89,30,12578710.0,1.17,2954.911826,12,25,1404172800
-5.6999998,13239,8957.0,4080.0,2250.4063,14.09,4,986,34654.38,0.35,0.03,0.26,,4.66,0.76,11840.69,7095.32,31.36,6693.0,,69,11,1183859.0,0.5,944.0991953,7,11,1341100800
-23.32,16109,6523.0,9269.0,1406.1554,1.51,5,3558,34702.96,0.56,0.01,0.34,0.88,4.75,0.51,13393.22,7013.81,31.07,,,77,46,18379536.0,1.19,3187.030361,3,5,1541030400
-73.519997,14889,7543.0,5759.0,1150.5405,12.81,8,5377,33426.54,0.49,,0.33,0.8,4.66,0.58,13167.66,7032.46,31.14,5217.0,6441.0,92,30,5944860.0,0.87,2788.323309,5,11,1548979200
-26.25,15447,8586.0,6725.0,4285.1748,56.61,1,0,30900.89,0.82,0.06,0.23,,4.28,0.45,11732.57,7098.3,30.59,5963.0,6610.0,85,45,28511624.0,2.97,3437.3272770000003,12,7,1372636800
-22.32,13776,6723.0,6498.0,,9.99,14,5506,35330.63,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4981.0,,94,44,8745531.0,0.82,1178.4965960000002,10,4,1420070400
-30.540001,15034,7211.0,7373.0,1665.9456,125.83,1,3509,34679.94,1.24,,0.34,,4.1,1.78,12381.15,6475.55,29.72,5425.0,,79,37,18819410.0,1.14,2446.1183530000003,5,5,1496275200
-48.080002,12056,6600.0,5087.0,1074.8921,2.88,19,3254,34897.14,0.5,,0.21,0.7,4.42,0.49,13834.17,6796.6,26.13,,,102,10,6966623.0,1.61,1398.284682,5,1,1404172800
-30.690001000000002,14631,6661.0,7174.0,2108.5647,49.46,39,15667,34594.03,0.62,0.01,0.34,0.89,4.8,0.37,13485.15,6917.72,30.77,4876.0,,101,17,11418378.0,1.39,2946.942466,4,1,1404172800
-32.240002000000004,16097,7534.0,8303.0,2224.2585,1.59,16,8039,33141.48,0.57,0.04,0.33,,4.76,0.49,12747.31,7176.83,31.74,5703.0,9118.0,101,54,,1.4,2845.394623,10,4,1517443200
-66.260002,12690,8355.0,3964.0,2504.8887,411.29,1,559,30823.23,0.24,0.03,0.33,0.97,5.1,0.92,12995.7,6968.18,31.52,5511.0,,86,14,3234287.0,0.71,762.880662,1,26,1372636800
-28.93,9556,6603.0,2752.0,3774.3704,238.9,2,7541,33937.75,0.45,0.02,0.34,,4.72,0.58,13284.4,7002.64,31.05,4810.0,,68,9,2660320.0,1.02,519.0145368999999,10,11,1328054400
-54.330002,14852,6252.0,8076.0,596.68768,68.71,7,6686,27167.79,0.29,0.02,0.33,0.85,4.68,0.62,13196.24,6988.52,31.04,3947.0,,91,42,16770926.0,1.38,1703.1098399999998,3,8,1504224000
-28.969998999999998,14175,7503.0,6422.0,414.23495,433.59,1,0,34601.01,0.09,0.02,0.24,0.96,3.75,0.62,11154.73,6788.42,28.14,4933.0,,99,49,20365232.0,1.89,4134.70943,9,6,1504224000
-38.939999,18090,6729.0,10767.0,2698.2388,10.88,5,4096,34557.48,0.76,,0.34,,5.76,0.2,13697.88,6894.59,30.67,4985.0,8418.0,89,37,21490254.0,1.07,1999.6405579999998,1,8,1441065600
,12642,8721.0,3682.0,777.88989,3.52,5,3981,34692.64,0.96,,0.29,0.22,4.29,0.7,11825.96,7089.98,31.87,6084.0,,69,10,1024417.0,0.61,769.5577622000001,7,11,1356998400
-32.900002,14022,8026.0,5746.0,3302.0991,4.99,20,8276,33955.08,0.04,,0.34,0.88,4.55,0.75,13166.14,6859.29,30.66,5127.0,,96,36,10663885.0,0.95,2220.562836,10,4,1485907200
-26.110001,11896,6692.0,4788.0,2575.49,2.44,9,2509,35224.25,1.08,0.07,0.2,0.51,4.89,0.7,10805.18,6806.62,27.08,4948.0,,94,14,,1.42,3601.954635,8,6,1372636800
-54.459998999999996,27797,7698.0,19849.0,3084.9775,19.62,9,4977,30173.22,0.67,0.04,0.32,,5.04,0.56,12583.59,7251.96,32.06,5427.0,,81,110,41950368.0,1.24,8230.697526,4,4,1535760000
-34.16,11720,5933.0,5198.0,,1.87,8,5327,34784.76,1.2,0.1,0.19,,6.24,0.52,12169.78,7034.91,28.14,4401.0,,80,14,5533929.0,1.33,864.0738852,2,2,1293840000
-38.84,18523,6750.0,10165.0,3329.3179,26.14,7,6084,34788.79,0.69,0.04,0.33,0.69,4.51,0.39,13070.27,7149.38,31.44,4342.0,,68,51,14891694.0,0.89,2802.056243,5,11,1493596800
-24.940001000000002,11610,6135.0,4796.0,822.7112400000001,5.71,5,2655,29564.69,0.72,0.03,0.2,0.78,4.37,0.57,12552.3,6799.15,26.18,4741.0,,101,13,4610261.0,2.35,1096.842131,4,1,1341100800
-50.490002000000004,13782,6668.0,6831.0,2439.7839,6.21,5,0,31311.29,1.07,0.03,0.32,0.81,4.79,0.63,12759.83,7489.7,32.64,4798.0,,100,45,12454948.0,0.91,1999.530331,4,32,1477958400
-23.0,13185,6345.0,6463.0,,17.12,6,0,35162.27,0.16,0.02,0.33,,4.51,0.54,13356.46,6862.91,30.64,5169.0,,71,33,10327993.0,0.98,2399.1310829999998,3,5,1456790400
-30.700001,12164,7413.0,3861.0,,18.24,11,8461,35185.42,0.67,0.04,0.32,0.81,5.12,0.5,12604.33,7255.47,32.01,5709.0,,101,29,6534035.0,0.92,1791.624863,16,4,1470009600
-23.129998999999998,12607,8241.0,3649.0,2062.6599,6.56,17,8389,33148.96,1.73,0.08,0.25,1.04,3.92,0.6,11490.13,6873.9,28.46,5555.0,,92,22,9695312.0,1.35,1528.044578,12,25,1533081600
-55.41,13693,6951.0,6134.0,4527.1538,15.88,12,4426,34661.95,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,31.16,4823.0,,87,25,10848465.0,0.94,1862.166746,1,8,1451606400
,13340,6810.0,5837.0,,29.68,11,6383,34752.38,0.74,0.05,0.33,,4.19,0.74,12924.6,7317.63,32.3,4933.0,,95,39,,0.94,604.1442249,6,4,1404172800
-56.970001,13446,6462.0,6502.0,920.12238,21.51,11,6321,31658.89,0.81,0.0,0.32,,4.8,0.43,12763.1,7491.14,32.68,4881.0,,101,41,11967836.0,0.97,994.8978697999999,4,29,1470009600
-36.0,14965,7121.0,7315.0,565.2484099999999,89.47,2,0,30165.9,1.25,0.06,0.34,,4.07,1.81,12361.94,6473.32,,5315.0,5228.0,78,37,9118790.0,0.93,1692.059695,3,5,1406851200
-34.389998999999996,16403,6843.0,9052.0,836.8182400000001,33.67,11,3671,34719.56,0.68,0.02,0.29,,5.08,0.4,13595.4,6955.35,30.83,4157.0,5958.0,76,46,18375150.0,1.11,3286.239,1,5,1548979200
-70.379997,15134,8020.0,5543.0,904.9334699999999,4.17,7,3701,33353.53,0.56,0.01,0.34,0.87,4.56,0.3,13490.1,6877.69,30.66,5744.0,,95,28,,1.41,2186.598908,12,4,1527811200
-27.360001,11076,6297.0,4529.0,,62.42,3,0,35163.15,0.85,0.08,0.26,0.73,5.14,0.43,13606.49,6773.59,26.98,3969.0,,77,28,6194963.0,1.1,160.54097109999998,9,17,1388534400
-42.849998,11061,6460.0,4351.0,1840.1987,35.42,9,5384,35313.66,0.8,0.06,0.26,,5.16,0.45,13070.26,6774.33,27.23,4474.0,,80,20,7008360.0,0.96,1619.358959,1,17,1535760000
0.34,14553,6357.0,7659.0,,222.52,1,4461,34237.65,0.43,0.02,0.33,,4.68,0.59,13202.61,7034.19,31.14,4699.0,,73,39,,0.34,1828.09065,3,5,1446336000
-12.44,14420,6966.0,7036.0,4767.8154,3.3,23,9636,34856.29,1.25,0.06,0.34,0.43,4.14,1.79,12346.55,6463.92,29.7,5212.0,,64,36,,0.89,1339.4803539999998,1,5,1422748800
-51.93,13417,6518.0,6438.0,1142.3738,16.46,8,0,28560.04,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,,4742.0,,97,31,,0.9,746.1053336,8,26,1483228800
-43.189999,13446,6449.0,6663.0,852.60828,40.74,5,0,30707.77,0.82,0.0,0.32,,4.81,0.43,12763.71,7491.37,32.68,4893.0,,101,42,12491281.0,0.95,1122.1324550000002,4,29,1472688000
-72.839996,11988,6603.0,4659.0,1724.9803,10.61,17,8517,34755.29,0.47,0.01,0.33,,4.74,0.38,13639.37,6938.42,30.78,4088.0,,72,17,5023849.0,0.94,551.7185592000001,27,13,1346457600
-41.650002,14749,7888.0,6577.0,1965.1458,2.05,11,4138,33645.53,0.62,0.01,0.26,,4.76,0.46,13487.45,6941.16,30.86,5297.0,,91,34,18451698.0,1.45,2432.173196,12,4,1527811200
-30.08,11790,6388.0,5121.0,1017.1043,186.89,27,7692,34805.43,1.2,0.1,0.26,0.66,5.29,0.82,11311.12,6762.98,26.49,4805.0,,60,13,6707220.0,1.22,1991.387171,10,6,1341100800
-13.9,17144,7796.0,8866.0,,9.76,25,9750,34828.16,1.22,0.04,0.32,,5.01,0.97,12615.97,7447.7,32.87,6028.0,,75,61,12061615.0,0.86,1517.319511,5,8,1388534400
-12.24,11150,6143.0,4775.0,3891.4468,11.69,13,7580,34789.16,1.39,0.11,0.23,0.64,6.86,0.41,11950.4,6903.88,27.54,4648.0,,103,13,5665036.0,1.47,1305.1918130000001,2,2,1309478400
,15958,6974.0,8445.0,519.54889,0.79,4,4865,32599.43,1.21,0.05,0.34,,3.99,1.79,12436.2,6500.49,29.78,5174.0,5647.0,79,43,9892973.0,0.86,2894.767864,9,5,1420070400
-31.33,14491,7820.0,6551.0,1823.136,9.42,4,4385,31208.55,0.77,0.04,0.24,,4.38,0.5,11753.31,7071.57,30.68,4930.0,,92,12,4457004.0,1.08,2036.6079550000002,2,20,1356998400
-49.200001,13688,6393.0,7045.0,,7.09,22,7391,35147.34,0.63,0.01,0.34,0.87,4.92,0.45,13484.58,6959.23,30.88,4470.0,,100,33,14376681.0,1.2,1414.675772,12,22,1546300800
-55.700001,20109,8090.0,11769.0,1477.8228,3.96,10,4836,34505.65,0.31,,0.34,,4.37,0.75,13128.77,6790.14,30.43,5837.0,,97,59,25379144.0,1.48,3177.482772,12,4,1535760000
-26.440001000000002,14832,8501.0,5990.0,1515.4327,3.04,25,9541,34872.9,0.96,,0.29,,4.29,0.64,11827.35,7085.9,31.9,6651.0,,89,21,,1.17,1594.76517,12,9,1356998400
-26.559998999999998,13995,8893.0,4519.0,3531.3374,56.15,6,4187,34966.92,0.43,0.03,0.25,0.99,4.57,0.57,11824.99,7094.5,30.98,5910.0,,89,32,6924547.0,0.99,2370.777971,2,7,1388534400
-39.080002,11615,6556.0,4934.0,1013.6836,5.73,8,2552,35349.05,0.56,0.02,0.21,,4.48,0.48,13593.93,6797.2,26.22,4504.0,6128.0,99,21,,1.22,1501.689358,4,1,1356998400
-26.83,15932,6433.0,9111.0,,412.26,1,0,34642.75,0.59,0.02,0.33,0.81,5.06,0.45,13491.08,6981.19,30.93,4721.0,5034.0,77,45,18419500.0,1.11,3662.732086,3,5,1485907200
-29.190001000000002,12810,6186.0,6332.0,,0.2,8,0,34603.7,0.61,0.01,0.34,,4.78,0.41,13483.44,6944.11,30.86,4685.0,5086.0,75,21,7679182.0,1.14,541.0174495,1,9,1309478400
-34.77,12398,6004.0,6144.0,2916.0474,12.31,16,9999,34355.73,0.56,0.02,0.25,0.83,4.5,0.28,13500.49,6877.83,30.66,4322.0,,96,31,7960804.0,1.12,854.8747473999999,4,7,1464739200
-65.910004,12710,7692.0,3984.0,734.75037,2.61,16,3609,35056.46,0.31,0.02,0.33,0.85,4.68,0.62,13209.54,6988.75,31.03,5543.0,,68,14,1912240.0,0.52,1067.0983720000002,5,8,1325376000
-32.43,16361,8115.0,7551.0,2038.4132,2.85,7,4433,34179.95,0.31,0.02,0.33,0.8,4.66,0.61,13182.77,7015.94,31.11,4688.0,,71,14,5035624.0,1.16,1430.782642,2,20,1341100800
-48.5,12181,,4827.0,774.42963,42.94,2,3351,30406.3,0.57,0.03,0.33,,4.66,0.58,13158.61,7130.24,31.36,,7575.0,70,24,11544720.0,1.13,1578.313098,10,11,1404172800
-43.299999,14302,7792.0,5728.0,3044.7231,13.61,4,5061,33238.32,1.46,0.03,0.24,0.89,4.09,0.41,12253.81,6833.61,28.11,4982.0,,92,30,13247430.0,1.33,2544.7252399999998,12,25,1519862400
-47.700001,16406,6746.0,8989.0,1193.7544,62.91,5,6392,34812.8,0.76,0.02,0.34,0.87,5.84,0.19,13705.78,6889.98,30.66,5226.0,,89,45,22436272.0,1.11,1906.6985129999998,1,8,1441065600
-20.610001,13604,7081.0,6131.0,3735.7505,2.46,6,0,33906.68,0.29,0.02,0.3,,4.68,0.63,13203.24,6983.49,31.02,5789.0,,66,10,5928000.0,1.01,3637.2775149999998,10,6,1335830400
,15800,5531.0,9548.0,829.98633,26.47,2,0,34594.44,0.57,0.01,0.31,,4.78,0.41,13453.74,6927.45,30.8,4243.0,,100,52,22962160.0,1.07,1641.541498,5,22,1554076800
-24.02,15414,6014.0,8714.0,2021.9031,2.66,8,0,31358.18,1.35,0.12,0.2,,6.55,0.48,11999.03,7000.87,28.07,,,95,41,19001292.0,2.32,1438.8244439999999,10,2,1535760000
-19.18,14578,8018.0,5342.0,3087.3438,10.65,7,0,34686.45,1.01,0.06,0.29,,6.05,0.42,11698.26,7030.24,31.56,5817.0,,77,14,2878200.0,0.86,1116.070072,1,20,1293840000
-39.400002,11890,6357.0,5324.0,3402.3875,0.03,5,3197,34998.16,0.31,0.01,0.33,,4.69,0.59,13269.06,6960.49,30.94,4564.0,,100,35,10472455.0,1.24,2091.234148,1,1,1512086400
-54.0,13611,7869.0,5534.0,867.6325699999999,27.65,12,6011,35200.81,0.51,,0.33,0.88,4.83,0.44,13600.97,6956.52,30.83,5399.0,8682.0,90,36,12607232.0,1.08,1575.0911429999999,3,4,1522540800
-33.080002,15837,8309.0,7159.0,3209.5209999999997,136.92,3,0,34724.5,0.47,0.02,0.34,,,0.57,13168.79,7058.84,31.22,,,85,13,6206248.0,1.25,1348.528035,1,20,1325376000
-41.939999,11718,7505.0,3808.0,2644.187,5.92,8,0,35143.87,-0.03,0.02,0.24,,2.13,0.65,11310.81,6796.93,28.38,5884.0,,80,15,176096.0,0.03,2984.432968,12,17,1425168000
-57.580002,12142,7643.0,3412.0,3204.2871,4.94,2,0,34897.14,0.98,0.07,0.35,0.63,5.19,0.76,11854.79,6380.47,29.36,5455.0,,88,12,7413904.0,1.19,453.0311826,5,18,1409529600
-28.290001,13817,7358.0,6072.0,3205.8596,4.69,24,0,34849.93,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,4250.0,,97,17,7530441.0,1.29,3628.845098,11,6,1372636800
-31.52,13005,6367.0,6089.0,2262.5527,0.11,10,5662,34842.89,0.29,0.02,0.33,0.88,4.68,0.63,13203.24,6983.49,31.02,5066.0,,99,17,11351437.0,1.66,1461.046372,4,1,1427846400
-34.119999,12627,6350.0,6166.0,2859.5527,63.65,4,0,35339.0,0.36,,0.22,0.85,4.98,0.36,12907.62,6790.75,26.88,4508.0,,91,13,7164159.0,1.29,1498.9044939999999,10,6,1356998400
-48.889998999999996,14761,7893.0,6407.0,3675.6843,6.97,8,3661,34111.76,0.75,0.07,0.34,,4.61,0.61,12749.47,6652.92,29.96,5821.0,,80,29,9144740.0,1.23,1188.713132,15,12,1446336000
-47.82,12895,8831.0,3114.0,1641.6816,7.92,13,4617,34049.57,0.26,0.02,0.26,0.95,4.42,0.71,11849.72,7095.87,31.31,5815.0,,69,9,1057977.0,0.75,823.0556071000001,7,11,1362096000
-27.120001000000002,12077,5394.0,6059.0,,472.98,1,7929,33723.09,0.55,0.01,0.34,,4.71,0.38,13462.05,6905.12,30.74,3984.0,9110.0,70,11,6730460.0,0.98,1275.48471,11,6,1341100800
-0.54000002,13763,7424.0,5113.0,1137.4159,8.53,4,4051,34617.18,0.8,0.01,0.28,,4.23,0.51,11305.23,6772.43,28.9,5731.0,,108,28,13781403.0,1.03,3092.074435,4,14,1535760000
-51.27,16719,6924.0,8919.0,3072.0459,2.17,13,0,34773.26,0.52,0.01,0.33,0.8,4.73,0.51,13400.65,6960.89,30.93,3917.0,,70,44,13226897.0,0.97,4326.024442,9,11,1522540800
-25.959999,15769,6419.0,8933.0,2049.0005,0.77,4,0,31059.16,1.28,0.05,0.34,0.5,3.87,1.89,12378.58,6502.64,29.8,4538.0,,73,46,18526510.0,1.14,3254.416256,1,5,1538352000
-16.200001,21144,6515.0,13959.0,1678.2325,436.53,1,4540,34673.18,0.65,0.02,0.33,0.86,5.14,0.4,13591.62,6954.28,30.84,3753.0,,73,70,25153120.0,1.15,3058.949337,1,5,1543622400
-24.629998999999998,13915,,6572.0,,5.64,8,0,35249.91,0.51,0.02,0.33,0.85,4.7,0.55,13297.75,7008.05,31.05,4243.0,,92,10,3668214.0,1.12,469.07475939999995,2,20,1356998400
-44.950001,14883,6944.0,7689.0,1184.5908,7.15,9,5486,28117.32,1.18,,0.3,,4.77,0.45,12443.0,6760.73,28.7,5118.0,6655.0,97,43,,1.38,4763.1258020000005,3,1,1517443200
-43.16,13369,7442.0,5094.0,3668.3848,0.47,17,519,34812.4,1.62,,0.2,,5.2,0.83,11992.9,7134.7,29.58,5550.0,,79,17,,0.61,1414.737526,12,7,1325376000
9.79,10261,6597.0,2437.0,,3.71,6,0,34587.56,1.22,0.05,0.34,0.52,3.82,1.82,12452.46,6534.03,29.87,3927.0,,100,12,,1.17,1379.65814,16,4,1477958400
-51.509997999999996,11050,7565.0,3211.0,701.80225,4.28,4,5462,35273.14,0.42,0.03,0.33,0.85,4.61,0.58,13031.53,7065.54,31.3,5302.0,,70,15,6054945.0,1.16,1182.054789,10,11,1388534400
-57.009997999999996,15420,7901.0,7135.0,854.66724,13.75,24,10337,34589.6,0.76,0.06,0.34,,4.69,0.6,12652.54,6637.96,29.9,6444.0,9192.0,82,29,11388714.0,1.37,1997.6159559999999,16,12,1393632000
-44.060001,12173,5564.0,5844.0,2705.4407,5.24,6,0,35056.46,0.36,0.02,0.28,0.85,4.71,0.59,13260.93,6994.61,31.03,2149.0,,87,16,,1.37,777.7646801,5,15,1388534400
-15.84,15621,6391.0,8786.0,1236.0558,76.16,1,0,30763.92,0.51,0.02,0.29,0.88,4.7,0.55,13297.75,7008.05,31.05,3947.0,,79,44,,1.15,1957.4717269999999,10,5,1504224000
-41.259997999999996,12994,6946.0,5798.0,1696.131,704.57,1,8261,34601.01,0.72,0.03,0.34,0.53,3.88,1.03,12670.27,6671.82,30.15,5019.0,,80,20,8160030.0,1.16,436.6747577,8,4,1406851200
-28.5,15965,8292.0,7348.0,2665.6904,6.24,24,363,34774.38,0.43,0.02,0.34,0.82,4.68,0.58,13182.01,7011.47,31.09,5892.0,,85,13,6197810.0,1.27,1577.474859,1,20,1328054400
-58.32,13011,8224.0,4547.0,1358.783,246.03,2,1365,35185.98,1.14,0.05,0.32,,5.61,0.85,12753.58,7385.87,32.85,5484.0,,87,12,3435108.0,0.8,938.7745777999999,1,26,1372636800
-34.25,13110,6460.0,6466.0,917.89734,227.53,1,0,30925.95,0.42,0.01,0.22,0.86,,0.42,12420.31,6793.69,26.96,4348.0,4931.0,73,10,7247106.0,1.43,1105.120556,10,6,1314835200
-55.02,18092,7845.0,9924.0,1020.4037,4.84,12,4462,33022.02,0.35,0.02,0.27,,4.68,0.61,13203.94,7003.34,31.06,5553.0,,99,49,,1.43,3831.231319,4,4,1546300800
-25.860001,14825,8781.0,5856.0,,1.03,12,2871,34761.52,1.15,0.05,0.22,,4.11,0.66,11894.91,6797.43,27.29,5336.0,,77,33,7740896.0,1.32,3012.855192,2,6,1404172800
-17.389999,12182,7679.0,4191.0,4483.8638,4.13,12,604,34675.16,1.07,0.07,0.21,0.74,3.97,0.45,11248.15,6809.53,27.65,5509.0,,98,23,7248202.0,1.41,2867.646563,8,6,1404172800
-32.27,14010,6366.0,7394.0,,0.77,24,0,34775.43,1.32,0.05,0.34,0.5,3.87,1.93,12338.62,6491.62,29.79,5259.0,,73,36,11598425.0,1.0,2764.8605350000003,3,5,1456790400
-55.099998,10517,6095.0,3876.0,3196.6631,397.81,1,4874,30192.8,0.57,0.02,0.21,,4.77,0.42,13241.03,6795.9,26.52,4435.0,,100,10,3368945.0,0.81,2002.7046579999999,4,1,1341100800
-53.419998,13570,7980.0,5156.0,1060.5619,1.12,12,1560,34732.38,0.04,0.03,0.34,,4.66,0.83,13013.93,6892.1,30.81,5559.0,8857.0,76,21,6596814.0,0.8,1238.255076,10,4,1356998400
,15495,8967.0,5802.0,1858.5878,524.53,1,0,34594.03,0.47,0.03,0.25,,4.51,0.54,11815.87,7095.13,30.91,,,86,39,8451363.0,1.07,2939.6158800000003,12,7,1388534400
-28.969998999999998,15490,,8290.0,695.1879299999999,29.71,17,8128,34594.44,0.42,0.01,0.33,0.86,4.74,0.51,13602.6,6939.74,30.82,4929.0,,108,42,21021924.0,1.46,5077.423125,4,14,1551398400
-47.389998999999996,15385,6392.0,8612.0,2629.7909999999997,2.37,15,10440,35280.36,0.21,0.02,0.33,,4.54,0.56,13314.84,6902.56,30.76,,,95,45,13223862.0,1.16,1217.07007,2,7,1456790400
-25.299999,16251,8238.0,7088.0,,49.76,5,3885,35313.77,0.42,,0.34,,4.84,0.72,12587.52,6702.29,30.14,5874.0,,89,22,10361744.0,1.04,1174.732506,8,26,1472688000
,20741,6555.0,13641.0,1732.1422,0.85,16,10053,35169.1,0.06,0.02,0.33,,4.61,0.73,13169.32,6894.85,30.77,5104.0,,108,71,33633268.0,1.2,8880.671151,4,14,1551398400
-56.189999,14741,8084.0,6366.0,,8.38,11,0,35147.44,0.53,0.04,0.35,,4.88,0.63,12448.87,6657.77,29.93,6082.0,9620.0,90,21,,1.2,929.9802678,8,26,1425168000
,14810,6668.0,7892.0,3005.4355,3.87,24,0,34603.7,1.13,,0.34,0.54,3.77,1.7,12525.05,6570.95,29.94,4870.0,,75,37,6695598.0,0.64,2077.228193,9,16,1430438400
-67.879997,12370,7300.0,4455.0,2938.6787,4.47,9,0,34604.57,0.44,0.03,0.34,0.59,3.61,0.51,13129.16,6699.63,30.19,5009.0,8425.0,101,16,7985465.0,1.65,1310.394358,9,1,1443657600
-24.33,14359,8670.0,5439.0,3247.8206,27.46,14,6116,28353.2,1.16,0.08,0.21,,2.93,0.45,11819.01,6816.48,28.0,5823.0,9280.0,93,16,6241473.0,1.27,3014.682988,8,6,1388534400
-22.309998999999998,15295,7126.0,7742.0,1561.9735,600.19,1,5374,34320.13,0.72,0.04,0.33,0.83,4.86,0.27,12764.71,7227.46,31.79,5210.0,6730.0,70,39,11686438.0,1.03,3239.216718,9,11,1522540800
-17.32,11026,7160.0,3315.0,3962.4231,40.15,4,0,31372.34,0.14,0.03,0.25,,4.89,0.59,11337.54,6784.81,27.95,5612.0,,80,15,,1.18,4036.422411,28,14,1293840000
-57.66,18831,7101.0,10642.0,1424.8922,39.44,11,5907,28402.75,0.47,0.02,0.33,,4.74,0.58,13276.99,7023.14,31.09,4402.0,,90,37,14391513.0,1.11,2805.410359,5,18,1422748800
,14165,6407.0,7735.0,1309.0497,9.45,16,9039,35326.04,0.37,0.02,0.33,0.8,4.61,0.57,13213.26,6968.03,30.95,4020.0,,95,41,12056189.0,1.2,1299.2560839999999,2,7,1456790400
-24.940001000000002,16580,7499.0,8738.0,1424.7654,12.76,7,0,34559.0,0.57,0.02,0.33,,4.63,0.35,13484.98,6906.2,30.74,5415.0,,95,37,12877900.0,1.39,4805.400412,2,6,1404172800
-37.650002,18129,8939.0,8940.0,4034.8218,3.02,8,4088,32170.72,1.73,,0.25,,4.0,0.65,11518.81,6848.73,28.2,5566.0,,87,52,22975888.0,1.36,3265.787761,12,25,1506816000
-36.720001,16690,9067.0,7471.0,1520.3284,6.46,16,7212,34250.42,0.27,0.02,0.25,0.98,4.57,0.66,11857.84,7098.6,31.1,6498.0,,73,14,4764219.0,0.74,1830.2035879999999,2,20,1341100800
-25.23,13639,8442.0,4888.0,3094.9485,30.32,3,2829,34579.27,0.91,0.05,0.29,,4.51,0.49,11650.92,7065.54,31.66,6507.0,,90,25,7399600.0,1.09,534.7422141,12,9,1356998400
-30.030001000000002,9104,6958.0,1713.0,2724.8481,33.74,11,5571,34521.71,0.14,0.02,0.24,,4.98,0.54,11633.39,6785.25,27.69,5065.0,6253.0,84,11,4184888.0,1.12,2181.872394,9,14,1372636800
-49.009997999999996,11017,6598.0,3873.0,,535.51,1,6201,34350.94,0.44,,0.33,0.72,4.8,0.63,13303.38,7099.04,31.24,3745.0,,70,18,5267722.0,0.96,643.7378027999999,23,11,1372636800
,11950,7588.0,3883.0,,505.11,1,7966,33699.55,0.52,,0.27,,3.45,0.56,11161.52,6777.91,28.81,5812.0,7639.0,80,19,,0.99,2977.513066,1,14,1404172800
-21.139999,11929,6385.0,5250.0,1381.0585,8.92,10,5340,33268.28,0.47,0.02,0.33,0.89,4.64,0.57,13179.22,7054.25,31.2,4811.0,,71,26,6172899.0,0.89,1314.5063089999999,3,5,1446336000
-29.92,15289,8165.0,6874.0,1201.098,49.96,1,0,35200.81,0.6,0.06,0.22,0.9,2.86,0.52,11800.99,6807.22,28.09,5847.0,,98,26,10284680.0,1.76,3193.663828,9,6,1501545600
